"driver","neighbour"
"SNRPA","YTHDC1"
"SNRPA","YTHDF1"
"SNRPA","YTHDF3"
"SNRPA","ZC3H10"
"SNRPA","ZC3H11A"
"SNRPA","ZC3H14"
"SNRPA","ZC3H18"
"SNRPA","ZC3H4"
"SNRPA","ZC3HAV1"
"SNRPA","ZCCHC13"
"SNRPA","ZCCHC8"
"SNRPA","ZFC3H1"
"SNRPA","ZFR"
"SNRPA","ZMAT2"
"SNRPA","ZNF207"
"SNRPA","ZNF318"
"SNRPA","ZNF326"
"SNRPA","ZNF346"
"SNRPA","ZNF638"
"SNRPA","ZNF830"
"SNRPA","ZRANB1"
"SNRPD3","AAAS"
"SNRPD3","ABCC6"
"SNRPD3","ACE2"
"SNRPD3","AIMP1"
"SNRPD3","AIRE"
"SNRPD3","AKAP7"
"SNRPD3","ANLN"
"SNRPD3","APEX1"
"SNRPD3","APEX2"
"SNRPD3","AQR"
"SNRPD3","ARIH2"
"SNRPD3","ARMC7"
"SNRPD3","ASXL2"
"SNRPD3","ATXN1"
"SNRPD3","ATXN3"
"SNRPD3","BAG1"
"SNRPD3","BANF1"
"SNRPD3","BAP1"
"SNRPD3","BCAS2"
"SNRPD3","BDP1"
"SNRPD3","BIRC3"
"SNRPD3","BRCA1"
"SNRPD3","BRD4"
"SNRPD3","BTF3"
"SNRPD3","BUD13"
"SNRPD3","BUD31"
"SNRPD3","BZW1"
"SNRPD3","CAND1"
"SNRPD3","CAPZB"
"SNRPD3","CASC3"
"SNRPD3","CASP8"
"SNRPD3","CAST"
"SNRPD3","CCND2"
"SNRPD3","CCNK"
"SNRPD3","CD2BP2"
"SNRPD3","CD81"
"SNRPD3","CDC40"
"SNRPD3","CDC5L"
"SNRPD3","CDK7"
"SNRPD3","CEP250"
"SNRPD3","CEP76"
"SNRPD3","CHCHD3"
"SNRPD3","CHD4"
"SNRPD3","CHERP"
"SNRPD3","CHMP4C"
"SNRPD3","CIC"
"SNRPD3","CIT"
"SNRPD3","CKAP5"
"SNRPD3","CLNS1A"
"SNRPD3","COPS5"
"SNRPD3","CPSF2"
"SNRPD3","CPSF3"
"SNRPD3","CPSF6"
"SNRPD3","CRBN"
"SNRPD3","CRIPT"
"SNRPD3","CRNKL1"
"SNRPD3","CRY1"
"SNRPD3","CTNNBL1"
"SNRPD3","CUL1"
"SNRPD3","CUL2"
"SNRPD3","CUL3"
"SNRPD3","CUL4A"
"SNRPD3","CUL4B"
"SNRPD3","CUL5"
"SNRPD3","CUL7"
"SNRPD3","CWC15"
"SNRPD3","CWC22"
"SNRPD3","CWC25"
"SNRPD3","CWC27"
"SNRPD3","CWF19L2"
"SNRPD3","CYLD"
"SNRPD3","DCPS"
"SNRPD3","DCUN1D1"
"SNRPD3","DDRGK1"
"SNRPD3","DDX20"
"SNRPD3","DDX23"
"SNRPD3","DDX42"
"SNRPD3","DDX46"
"SNRPD3","DHX15"
"SNRPD3","DHX16"
"SNRPD3","DHX35"
"SNRPD3","DHX38"
"SNRPD3","DHX8"
"SNRPD3","DKC1"
"SNRPD3","DNAJC8"
"SNRPD3","DYNC1H1"
"SNRPD3","E2F4"
"SNRPD3","EAPP"
"SNRPD3","ECT2"
"SNRPD3","EED"
"SNRPD3","EFTUD2"
"SNRPD3","EGFR"
"SNRPD3","EIF3H"
"SNRPD3","EIF4A3"
"SNRPD3","EIF4B"
"SNRPD3","ELAVL1"
"SNRPD3","EPB41L1"
"SNRPD3","EPB41L3"
"SNRPD3","ERH"
"SNRPD3","ESR1"
"SNRPD3","ESR2"
"SNRPD3","EWSR1"
"SNRPD3","EZH2"
"SNRPD3","FAM32A"
"SNRPD3","FANCD2"
"SNRPD3","FARP1"
"SNRPD3","FBP1"
"SNRPD3","FBXW7"
"SNRPD3","FGF11"
"SNRPD3","FN1"
"SNRPD3","FOLR1"
"SNRPD3","FRG1"
"SNRPD3","FUS"
"SNRPD3","FZR1"
"SNRPD3","GAR1"
"SNRPD3","GATA2"
"SNRPD3","GEMIN4"
"SNRPD3","GEMIN5"
"SNRPD3","GEMIN6"
"SNRPD3","GEMIN7"
"SNRPD3","GEMIN8"
"SNRPD3","GFI1B"
"SNRPD3","GNL3L"
"SNRPD3","GPATCH1"
"SNRPD3","GPKOW"
"SNRPD3","GTF2E1"
"SNRPD3","HDAC6"
"SNRPD3","HDLBP"
"SNRPD3","HEXIM1"
"SNRPD3","HEY1"
"SNRPD3","HMG20B"
"SNRPD3","HMGXB3"
"SNRPD3","HNRNPA1"
"SNRPD3","HNRNPC"
"SNRPD3","HNRNPH1"
"SNRPD3","HNRNPM"
"SNRPD3","HNRNPR"
"SNRPD3","HNRNPU"
"SNRPD3","HSPA1A"
"SNRPD3","HSPA5"
"SNRPD3","HSPA8"
"SNRPD3","HSPD1"
"SNRPD3","HTATSF1"
"SNRPD3","HUWE1"
"SNRPD3","ICAM1"
"SNRPD3","IFIT1"
"SNRPD3","IFIT2"
"SNRPD3","IFIT3"
"SNRPD3","IGSF8"
"SNRPD3","IK"
"SNRPD3","IL12RB1"
"SNRPD3","IL7R"
"SNRPD3","ILF2"
"SNRPD3","INTS5"
"SNRPD3","ISY1"
"SNRPD3","ITFG1"
"SNRPD3","ITGA4"
"SNRPD3","KIF11"
"SNRPD3","KIF14"
"SNRPD3","KIF20A"
"SNRPD3","KIF23"
"SNRPD3","KIN"
"SNRPD3","KRAS"
"SNRPD3","LARP7"
"SNRPD3","LGALS1"
"SNRPD3","LGALS3"
"SNRPD3","LMNA"
"SNRPD3","LOXL2"
"SNRPD3","LRTOMT"
"SNRPD3","LSM1"
"SNRPD3","LSM10"
"SNRPD3","LSM11"
"SNRPD3","LSM2"
"SNRPD3","LSM3"
"SNRPD3","LSM4"
"SNRPD3","LSM5"
"SNRPD3","LSM6"
"SNRPD3","LSM7"
"SNRPD3","LUC7L"
"SNRPD3","LUC7L2"
"SNRPD3","LUC7L3"
"SNRPD3","MAGOH"
"SNRPD3","MAGOHB"
"SNRPD3","MBD5"
"SNRPD3","MBD6"
"SNRPD3","MCM2"
"SNRPD3","MEPCE"
"SNRPD3","METTL14"
"SNRPD3","METTL3"
"SNRPD3","MFAP1"
"SNRPD3","MYC"
"SNRPD3","MYCN"
"SNRPD3","NAA38"
"SNRPD3","NAA40"
"SNRPD3","NAT10"
"SNRPD3","NCBP1"
"SNRPD3","NCBP2"
"SNRPD3","NEK4"
"SNRPD3","NHLRC2"
"SNRPD3","NHP2"
"SNRPD3","NKAP"
"SNRPD3","NOP10"
"SNRPD3","NOS2"
"SNRPD3","NR1I3"
"SNRPD3","NR2C2"
"SNRPD3","NUP153"
"SNRPD3","NUP155"
"SNRPD3","NUP188"
"SNRPD3","NUP205"
"SNRPD3","NUP210"
"SNRPD3","NUP214"
"SNRPD3","NUP35"
"SNRPD3","NUP43"
"SNRPD3","NUP50"
"SNRPD3","NUP85"
"SNRPD3","NUP88"
"SNRPD3","NUP93"
"SNRPD3","NUP98"
"SNRPD3","NUPR1"
"SNRPD3","NVL"
"SNRPD3","OBSL1"
"SNRPD3","PABPC1"
"SNRPD3","PAGE4"
"SNRPD3","PAN2"
"SNRPD3","PAXIP1"
"SNRPD3","PDCD7"
"SNRPD3","PHACTR4"
"SNRPD3","PHF5A"
"SNRPD3","PIH1D1"
"SNRPD3","PLEKHA4"
"SNRPD3","PLRG1"
"SNRPD3","POLR2A"
"SNRPD3","POM121"
"SNRPD3","PPIE"
"SNRPD3","PPIG"
"SNRPD3","PPIH"
"SNRPD3","PPIL1"
"SNRPD3","PPIL2"
"SNRPD3","PPP1CA"
"SNRPD3","PPT1"
"SNRPD3","PPWD1"
"SNRPD3","PRC1"
"SNRPD3","PREP"
"SNRPD3","PRKCI"
"SNRPD3","PRKDC"
"SNRPD3","PRKRIP1"
"SNRPD3","PRMT1"
"SNRPD3","PRMT5"
"SNRPD3","PRPF18"
"SNRPD3","PRPF19"
"SNRPD3","PRPF3"
"SNRPD3","PRPF31"
"SNRPD3","PRPF38A"
"SNRPD3","PRPF39"
"SNRPD3","PRPF4"
"SNRPD3","PRPF40A"
"SNRPD3","PRPF40B"
"SNRPD3","PRPF4B"
"SNRPD3","PRPF6"
"SNRPD3","PRPF8"
"SNRPD3","PSMB1"
"SNRPD3","PTGES3"
"SNRPD3","PUF60"
"SNRPD3","RAB27A"
"SNRPD3","RAB5A"
"SNRPD3","RAD51"
"SNRPD3","RAE1"
"SNRPD3","RAF1"
"SNRPD3","RANBP2"
"SNRPD3","RBL1"
"SNRPD3","RBM17"
"SNRPD3","RBM22"
"SNRPD3","RBM39"
"SNRPD3","RBM41"
"SNRPD3","RBM42"
"SNRPD3","RBM45"
"SNRPD3","RBM8A"
"SNRPD3","RBMX"
"SNRPD3","RBMX2"
"SNRPD3","RBMXL2"
"SNRPD3","RBMXL3"
"SNRPD3","RC3H1"
"SNRPD3","RC3H2"
"SNRPD3","RCC2"
"SNRPD3","RECQL4"
"SNRPD3","RELA"
"SNRPD3","REST"
"SNRPD3","RIOK1"
"SNRPD3","RIT1"
"SNRPD3","RNF113A"
"SNRPD3","RNF2"
"SNRPD3","RNF4"
"SNRPD3","RNPC3"
"SNRPD3","RNU11"
"SNRPD3","RPS27L"
"SNRPD3","SART1"
"SNRPD3","SART3"
"SNRPD3","SCNM1"
"SNRPD3","SEH1L"
"SNRPD3","SF3A1"
"SNRPD3","SF3A2"
"SNRPD3","SF3A3"
"SNRPD3","SF3B1"
"SNRPD3","SF3B2"
"SNRPD3","SF3B3"
"SNRPD3","SF3B4"
"SNRPD3","SF3B5"
"SNRPD3","SLBP"
"SNRPD3","SLC39A9"
"SNRPD3","SLC7A6OS"
"SNRPD3","SLU7"
"SNRPD3","SMARCAD1"
"SNRPD3","SMG5"
"SNRPD3","SMG6"
"SNRPD3","SMG7"
"SNRPD3","SMN1"
"SNRPD3","SMN2"
"SNRPD3","SMNDC1"
"SNRPD3","SMU1"
"SNRPD3","SMURF1"
"SNRPD3","SNCA"
"SNRPD3","SNIP1"
"SNRPD3","SNRNP200"
"SNRPD3","SNRNP25"
"SNRPD3","SNRNP27"
"SNRPD3","SNRNP35"
"SNRPD3","SNRNP40"
"SNRPD3","SNRNP48"
"SNRPD3","SNRNP70"
"SNRPD3","SNRPA"
"SNRPD3","SNRPA1"
"SNRPD3","SNRPB"
"SNRPD3","SNRPB2"
"SNRPD3","SNRPC"
"SNRPD3","SNRPD1"
"SNRPD3","SNRPD2"
"SNRPD3","SNRPE"
"SNRPD3","SNRPF"
"SNRPD3","SNRPG"
"SNRPD3","SNRPN"
"SNRPD3","SNUPN"
"SNRPD3","SNW1"
"SNRPD3","SPC25"
"SNRPD3","SPPL3"
"SNRPD3","SRPK1"
"SNRPD3","SRRM1"
"SNRPD3","SRRM2"
"SNRPD3","SSB"
"SNRPD3","SSR4"
"SNRPD3","STRAP"
"SNRPD3","SUZ12"
"SNRPD3","SYF2"
"SNRPD3","SYMPK"
"SNRPD3","TAF15"
"SNRPD3","TAF6"
"SNRPD3","TCERG1"
"SNRPD3","TEP1"
"SNRPD3","TERT"
"SNRPD3","TGS1"
"SNRPD3","TIPARP"
"SNRPD3","TMIGD2"
"SNRPD3","TOE1"
"SNRPD3","TOP2A"
"SNRPD3","TP53"
"SNRPD3","TPR"
"SNRPD3","TRDMT1"
"SNRPD3","TRIM25"
"SNRPD3","TRIM67"
"SNRPD3","TSSC4"
"SNRPD3","TUT1"
"SNRPD3","TXNDC5"
"SNRPD3","TXNL4A"
"SNRPD3","TXNL4B"
"SNRPD3","U2AF1"
"SNRPD3","U2AF2"
"SNRPD3","UBA2"
"SNRPD3","UBE2M"
"SNRPD3","UBL4A"
"SNRPD3","UBL5"
"SNRPD3","UNC93B1"
"SNRPD3","USP39"
"SNRPD3","VCAM1"
"SNRPD3","WBP11"
"SNRPD3","WBP4"
"SNRPD3","WDR25"
"SNRPD3","WDR5"
"SNRPD3","WDR70"
"SNRPD3","WDR77"
"SNRPD3","WDR83"
"SNRPD3","WRAP53"
"SNRPD3","WWOX"
"SNRPD3","WWP2"
"SNRPD3","XAB2"
"SNRPD3","XPO1"
"SNRPD3","XRN2"
"SNRPD3","YBX1"
"SNRPD3","YTHDC1"
"SNRPD3","ZBTB1"
"SNRPD3","ZBTB2"
"SNRPD3","ZC3H18"
"SNRPD3","ZCRB1"
"SNRPD3","ZGPAT"
"SNRPD3","ZMAT2"
"SNRPD3","ZMAT5"
"SNRPD3","ZNF131"
"SNRPD3","ZNF473"
"SNRPD3","ZRANB1"
"SNRPD3","ZRSR2"
"SNTB2","ABCA1"
"SNTB2","ADRA1D"
"SNTB2","ANLN"
"SNTB2","AQP4"
"SNTB2","ARHGEF16"
"SNTB2","C9orf78"
"SNTB2","CARM1"
"SNTB2","CARTPT"
"SNTB2","CASK"
"SNTB2","CAV3"
"SNTB2","CDC42"
"SNTB2","CDK5"
"SNTB2","CDKN1A"
"SNTB2","CHEK1"
"SNTB2","CIC"
"SNTB2","COG6"
"SNTB2","CPNE5"
"SNTB2","CTNNAL1"
"SNTB2","CUL3"
"SNTB2","CUL4A"
"SNTB2","CYLD"
"SNTB2","DAG1"
"SNTB2","DGKZ"
"SNTB2","DMD"
"SNTB2","DNAJC5"
"SNTB2","DTNA"
"SNTB2","DTNB"
"SNTB2","DTNBP1"
"SNTB2","DYRK2"
"SNTB2","EGF"
"SNTB2","EGFR"
"SNTB2","EGLN3"
"SNTB2","ELAVL1"
"SNTB2","ERBB4"
"SNTB2","ESR1"
"SNTB2","ESR2"
"SNTB2","EZR"
"SNTB2","FAM167A"
"SNTB2","FBXW7"
"SNTB2","FCGR1A"
"SNTB2","FGFR1"
"SNTB2","FGFR3"
"SNTB2","FGFR4"
"SNTB2","FLNA"
"SNTB2","FLOT1"
"SNTB2","FRK"
"SNTB2","G3BP1"
"SNTB2","GABRA1"
"SNTB2","GABRA2"
"SNTB2","GABRA3"
"SNTB2","GABRA4"
"SNTB2","GABRA5"
"SNTB2","GABRA6"
"SNTB2","GABRB1"
"SNTB2","GABRB2"
"SNTB2","GABRB3"
"SNTB2","GABRD"
"SNTB2","GABRG2"
"SNTB2","GOLT1B"
"SNTB2","GP1BA"
"SNTB2","GP5"
"SNTB2","GP9"
"SNTB2","GRIP1"
"SNTB2","HDAC6"
"SNTB2","HERC5"
"SNTB2","HMG20A"
"SNTB2","HNRNPF"
"SNTB2","HSCB"
"SNTB2","KCNA4"
"SNTB2","KCNJ12"
"SNTB2","KIF14"
"SNTB2","LCK"
"SNTB2","LIN7A"
"SNTB2","LIN7B"
"SNTB2","LIN7C"
"SNTB2","LRCH3"
"SNTB2","MAGI2"
"SNTB2","MARK1"
"SNTB2","MARK2"
"SNTB2","MARK3"
"SNTB2","MAST1"
"SNTB2","MAST2"
"SNTB2","MAST3"
"SNTB2","MAST4"
"SNTB2","MYC"
"SNTB2","NDEL1"
"SNTB2","NIPSNAP3A"
"SNTB2","NOS1"
"SNTB2","NR3C1"
"SNTB2","NRXN1"
"SNTB2","NRXN2"
"SNTB2","NRXN3"
"SNTB2","NUP35"
"SNTB2","NUPR1"
"SNTB2","P4HA1"
"SNTB2","PDGFRA"
"SNTB2","PDGFRB"
"SNTB2","PDPK1"
"SNTB2","PGM5"
"SNTB2","PHKG2"
"SNTB2","PLEKHA2"
"SNTB2","PLEKHA4"
"SNTB2","PLEKHG7"
"SNTB2","POMT1"
"SNTB2","POMT2"
"SNTB2","PTEN"
"SNTB2","PTPRN"
"SNTB2","RAC1"
"SNTB2","RAC2"
"SNTB2","RAC3"
"SNTB2","RECQL4"
"SNTB2","RHOA"
"SNTB2","RHOB"
"SNTB2","RHOD"
"SNTB2","RHOF"
"SNTB2","RHOG"
"SNTB2","RHOJ"
"SNTB2","RHOQ"
"SNTB2","RHOU"
"SNTB2","RHPN1"
"SNTB2","ROR2"
"SNTB2","RPS6KA1"
"SNTB2","RPS6KA3"
"SNTB2","RPS6KA4"
"SNTB2","SAV1"
"SNTB2","SCGN"
"SNTB2","SCN5A"
"SNTB2","SEMG1"
"SNTB2","SEMG2"
"SNTB2","SGCA"
"SNTB2","SGCB"
"SNTB2","SGCD"
"SNTB2","SGCE"
"SNTB2","SGCG"
"SNTB2","SGCZ"
"SNTB2","SKAP2"
"SNTB2","SNTA1"
"SNTB2","SNTB1"
"SNTB2","SNTG1"
"SNTB2","SNTG2"
"SNTB2","SNX12"
"SNTB2","SPZ1"
"SNTB2","SQSTM1"
"SNTB2","SSPN"
"SNTB2","TAGAP"
"SNTB2","TBC1D2B"
"SNTB2","TIAM1"
"SNTB2","TIPARP"
"SNTB2","TNS1"
"SNTB2","TNS3"
"SNTB2","TRIM67"
"SNTB2","UBC"
"SNTB2","UTRN"
"SNTB2","VCP"
"SNTB2","XPO1"
"SNTB2","ZBTB2"
"SNTB2","ZGPAT"
"SNX8","ABL1"
"SNX8","AKT3"
"SNX8","ATP6V1D"
"SNX8","C14orf119"
"SNX8","CFP"
"SNX8","DVL2"
"SNX8","ESR2"
"SNX8","FASN"
"SNX8","FBXW7"
"SNX8","FYN"
"SNX8","GRB2"
"SNX8","IFNG"
"SNX8","JAK1"
"SNX8","MAVS"
"SNX8","MOV10"
"SNX8","MSH3"
"SNX8","MTMR4"
"SNX8","NCK1"
"SNX8","NFIL3"
"SNX8","NXF1"
"SNX8","PIK3C3"
"SNX8","PIK3R1"
"SNX8","POR"
"SNX8","RABAC1"
"SNX8","REEP6"
"SNX8","RPN2"
"SNX8","RUFY1"
"SNX8","RXRG"
"SNX8","SHMT2"
"SNX8","THUMPD2"
"SNX8","TMEM47"
"SNX8","TOLLIP"
"SNX8","TOP3B"
"SNX8","TRIM28"
"SNX8","TRIM67"
"SNX8","VPS29"
"SNX8","VPS35"
"SNX8","WLS"
"SNX8","WNT5A"
"SNX8","ZRANB1"
"SNX8","ZWILCH"
"SOCS1","ABCE1"
"SOCS1","AKAP8L"
"SOCS1","ALK"
"SOCS1","AMBRA1"
"SOCS1","ARL1"
"SOCS1","ASB3"
"SOCS1","ATAD3A"
"SOCS1","ATM"
"SOCS1","ATR"
"SOCS1","BAG2"
"SOCS1","BECN1"
"SOCS1","BLK"
"SOCS1","BSG"
"SOCS1","CAD"
"SOCS1","CAND1"
"SOCS1","CBL"
"SOCS1","CCT2"
"SOCS1","CCT3"
"SOCS1","CCT4"
"SOCS1","CCT5"
"SOCS1","CCT6A"
"SOCS1","CCT8"
"SOCS1","CELSR2"
"SOCS1","CLEC7A"
"SOCS1","CNTFR"
"SOCS1","COMMD1"
"SOCS1","CPS1"
"SOCS1","CRK"
"SOCS1","CRKL"
"SOCS1","CRLF2"
"SOCS1","CSF1R"
"SOCS1","CSF2RA"
"SOCS1","CSF2RB"
"SOCS1","CSF3R"
"SOCS1","CUEDC2"
"SOCS1","CUL2"
"SOCS1","CUL5"
"SOCS1","CYTIP"
"SOCS1","DHX29"
"SOCS1","DICER1"
"SOCS1","DNAJA1"
"SOCS1","DPM1"
"SOCS1","EFTUD2"
"SOCS1","EPOR"
"SOCS1","FAT4"
"SOCS1","FGFR3"
"SOCS1","FLT3"
"SOCS1","FXR1"
"SOCS1","GH1"
"SOCS1","GH2"
"SOCS1","GHRHR"
"SOCS1","GRB2"
"SOCS1","HCK"
"SOCS1","HMGB1"
"SOCS1","HSD17B10"
"SOCS1","HSP90AA1"
"SOCS1","HSP90AB2P"
"SOCS1","HSPA6"
"SOCS1","HSPA8"
"SOCS1","HSPB1"
"SOCS1","IFNA10"
"SOCS1","IFNA13"
"SOCS1","IFNA14"
"SOCS1","IFNA16"
"SOCS1","IFNA17"
"SOCS1","IFNA2"
"SOCS1","IFNA21"
"SOCS1","IFNA4"
"SOCS1","IFNA5"
"SOCS1","IFNA6"
"SOCS1","IFNA7"
"SOCS1","IFNA8"
"SOCS1","IFNAR1"
"SOCS1","IFNAR2"
"SOCS1","IFNGR1"
"SOCS1","IFNGR2"
"SOCS1","IL10RA"
"SOCS1","IL10RB"
"SOCS1","IL11RA"
"SOCS1","IL12RB1"
"SOCS1","IL12RB2"
"SOCS1","IL13"
"SOCS1","IL13RA1"
"SOCS1","IL13RA2"
"SOCS1","IL15RA"
"SOCS1","IL20RA"
"SOCS1","IL20RB"
"SOCS1","IL21R"
"SOCS1","IL22RA1"
"SOCS1","IL22RA2"
"SOCS1","IL23R"
"SOCS1","IL2RB"
"SOCS1","IL2RG"
"SOCS1","IL3RA"
"SOCS1","IL5RA"
"SOCS1","IL6R"
"SOCS1","IL9R"
"SOCS1","IRAK1"
"SOCS1","IRF3"
"SOCS1","IRS1"
"SOCS1","IRS2"
"SOCS1","ITK"
"SOCS1","JAK1"
"SOCS1","JAK3"
"SOCS1","JOSD1"
"SOCS1","KAT2A"
"SOCS1","KIT"
"SOCS1","LCK"
"SOCS1","LEPR"
"SOCS1","LIFR"
"SOCS1","LRBA"
"SOCS1","LRRC41"
"SOCS1","LYN"
"SOCS1","MADD"
"SOCS1","MAP3K5"
"SOCS1","MPL"
"SOCS1","MRPS28"
"SOCS1","NCK1"
"SOCS1","NDRG2"
"SOCS1","NDUFA4"
"SOCS1","NMI"
"SOCS1","OSBPL8"
"SOCS1","OSMR"
"SOCS1","PDCD1"
"SOCS1","PDGFB"
"SOCS1","PFN1"
"SOCS1","PIAS4"
"SOCS1","PIK3C2A"
"SOCS1","PIK3C2B"
"SOCS1","PIK3C2G"
"SOCS1","PIK3C3"
"SOCS1","PIK3CB"
"SOCS1","PIK3CG"
"SOCS1","PIK3R2"
"SOCS1","PIK3R3"
"SOCS1","PIK3R4"
"SOCS1","PIK3R6"
"SOCS1","PIM2"
"SOCS1","PPIA"
"SOCS1","PRKACB"
"SOCS1","PRKDC"
"SOCS1","PRLR"
"SOCS1","PRPS1"
"SOCS1","PRPS2"
"SOCS1","PRPSAP1"
"SOCS1","PRPSAP2"
"SOCS1","PSME3"
"SOCS1","PTPN11"
"SOCS1","PTS"
"SOCS1","RASA1"
"SOCS1","RBX1"
"SOCS1","RCN2"
"SOCS1","RNF7"
"SOCS1","RPL39"
"SOCS1","SH3GL1"
"SOCS1","SLA2"
"SOCS1","SLC25A1"
"SOCS1","SLC25A3"
"SOCS1","SLC25A5"
"SOCS1","SNRPD1"
"SOCS1","SOCS2"
"SOCS1","SOCS4"
"SOCS1","SOCS5"
"SOCS1","SOCS6"
"SOCS1","SOCS7"
"SOCS1","SSBP1"
"SOCS1","SSR4"
"SOCS1","STAT2"
"SOCS1","STAT5A"
"SOCS1","STAT5B"
"SOCS1","TCP1"
"SOCS1","TEC"
"SOCS1","TEK"
"SOCS1","THRAP3"
"SOCS1","TIMM50"
"SOCS1","TIRAP"
"SOCS1","TLR4"
"SOCS1","TRAF6"
"SOCS1","TRIM14"
"SOCS1","TRIM28"
"SOCS1","TRIM5"
"SOCS1","TRIM8"
"SOCS1","TUBB"
"SOCS1","TUBG1"
"SOCS1","TYK2"
"SOCS1","USP13"
"SOCS1","USP7"
"SOCS1","USP9Y"
"SOCS1","UVRAG"
"SOCS1","VAV1"
"SOCS1","VHL"
"SOCS1","WSB1"
"SOCS1","YES1"
"SOCS1","ZAP70"
"SOX2","A1BG"
"SOX2","A2M"
"SOX2","A2ML1"
"SOX2","AAK1"
"SOX2","ABCC2"
"SOX2","ABCD3"
"SOX2","ABCE1"
"SOX2","ABLIM3"
"SOX2","ACAT1"
"SOX2","ACAT2"
"SOX2","ACER1"
"SOX2","ACSL3"
"SOX2","ACTBL2"
"SOX2","ACTL6A"
"SOX2","ACTN4"
"SOX2","ACTR10"
"SOX2","ACTR1A"
"SOX2","ACTR3"
"SOX2","ADAR"
"SOX2","ADH7"
"SOX2","ADNP"
"SOX2","AGT"
"SOX2","AHCY"
"SOX2","AHCYL1"
"SOX2","AHDC1"
"SOX2","AHSG"
"SOX2","AIFM1"
"SOX2","AIMP1"
"SOX2","AKAP11"
"SOX2","AKAP8L"
"SOX2","AKR1A1"
"SOX2","AKR1B10"
"SOX2","AKT1"
"SOX2","ALDH2"
"SOX2","ALDH9A1"
"SOX2","ALOX12B"
"SOX2","ALX4"
"SOX2","AMOTL2"
"SOX2","ANAPC1"
"SOX2","ANAPC2"
"SOX2","ANAPC4"
"SOX2","ANAPC5"
"SOX2","ANAPC7"
"SOX2","ANKHD1"
"SOX2","ANKRD17"
"SOX2","ANKRD26"
"SOX2","ANP32A"
"SOX2","ANP32B"
"SOX2","ANP32E"
"SOX2","ANXA1"
"SOX2","ANXA2"
"SOX2","ANXA4"
"SOX2","ANXA5"
"SOX2","ANXA7"
"SOX2","ANXA8"
"SOX2","ANXA9"
"SOX2","AP2M1"
"SOX2","APOA1"
"SOX2","APOA4"
"SOX2","ARF3"
"SOX2","ARF4"
"SOX2","ARHGAP1"
"SOX2","ARHGAP21"
"SOX2","ARHGDIA"
"SOX2","ARID1A"
"SOX2","ARID1B"
"SOX2","ARID2"
"SOX2","ARID3A"
"SOX2","ARID3B"
"SOX2","ARID4B"
"SOX2","ARMC8"
"SOX2","ARNT"
"SOX2","ARPC1A"
"SOX2","ARPC2"
"SOX2","ARPC4"
"SOX2","ARPC5"
"SOX2","ARPC5L"
"SOX2","ASCC3"
"SOX2","ASH2L"
"SOX2","ASPH"
"SOX2","ASPRV1"
"SOX2","ATAD3A"
"SOX2","ATAD3B"
"SOX2","ATAD5"
"SOX2","ATF4"
"SOX2","ATF6"
"SOX2","ATG10"
"SOX2","ATOH1"
"SOX2","ATP6V1A"
"SOX2","ATP6V1B1"
"SOX2","ATP6V1B2"
"SOX2","ATP6V1E1"
"SOX2","ATP6V1H"
"SOX2","ATXN1"
"SOX2","ATXN1L"
"SOX2","ATXN2L"
"SOX2","ATXN3"
"SOX2","AZGP1"
"SOX2","BACH1"
"SOX2","BAG2"
"SOX2","BAG3"
"SOX2","BAG5"
"SOX2","BANF1"
"SOX2","BAZ1B"
"SOX2","BAZ2B"
"SOX2","BCAS2"
"SOX2","BCDIN3D"
"SOX2","BCL11A"
"SOX2","BCL7A"
"SOX2","BCL7B"
"SOX2","BCL7C"
"SOX2","BCL9"
"SOX2","BCL9L"
"SOX2","BCLAF1"
"SOX2","BCOR"
"SOX2","BDH1"
"SOX2","BLVRB"
"SOX2","BMI1"
"SOX2","BPTF"
"SOX2","BRCA1"
"SOX2","BRD7"
"SOX2","BRD8"
"SOX2","BRIX1"
"SOX2","BRMS1L"
"SOX2","BRSK1"
"SOX2","BTNL2"
"SOX2","C1QBP"
"SOX2","C1orf50"
"SOX2","C2CD3"
"SOX2","C3"
"SOX2","C4A"
"SOX2","C5"
"SOX2","C7orf50"
"SOX2","CALR"
"SOX2","CAND1"
"SOX2","CANX"
"SOX2","CAP1"
"SOX2","CAPG"
"SOX2","CAPN1"
"SOX2","CAPN2"
"SOX2","CAPRIN1"
"SOX2","CAPZA1"
"SOX2","CAPZB"
"SOX2","CASP8"
"SOX2","CAT"
"SOX2","CBR1"
"SOX2","CBX2"
"SOX2","CBX4"
"SOX2","CCDC85B"
"SOX2","CCNK"
"SOX2","CCNT1"
"SOX2","CCS"
"SOX2","CCT2"
"SOX2","CCT3"
"SOX2","CCT4"
"SOX2","CCT5"
"SOX2","CCT6A"
"SOX2","CCT7"
"SOX2","CCT8"
"SOX2","CD58"
"SOX2","CD59"
"SOX2","CDC23"
"SOX2","CDC26"
"SOX2","CDC42BPA"
"SOX2","CDC73"
"SOX2","CDK1"
"SOX2","CDK11A"
"SOX2","CDK12"
"SOX2","CDK2"
"SOX2","CDK4"
"SOX2","CDX1"
"SOX2","CEBPB"
"SOX2","CEBPD"
"SOX2","CELSR1"
"SOX2","CEP170"
"SOX2","CEPT1"
"SOX2","CFB"
"SOX2","CFL1"
"SOX2","CHAF1B"
"SOX2","CHD3"
"SOX2","CHD4"
"SOX2","CHD6"
"SOX2","CHD7"
